id,word_en,word_ml,count
48156,cntmuud,हार्दिक,71
48157,cntyg,हरामी,71
48158,cnfcnf,हाथात,71
48159,cumnj,हेडाऊ,71
48160,cgpcn,हीच,71
48161,cgtnlg,हिरवी,71
48162,cgzzu,हिस्से,71
48163,cgl,शिव,71
48164,csr,होप,71
48165,csfgn,होतील,71
48166,dcjrpcn,खूपच,71
48167,dcjrz,खूपसं,71
48168,dgant,किलर,71
48169,dgau,केले,71
48170,dgfu,कितें,71
48171,dshfucu,कोणतेही,71
48172,dsfqnmcgzc,कोट्याधीश,71
48173,drfg,कपटी,71
48174,dthnf,करणात,71
48175,dtjhn,करुणा,71
48176,dtjfgfjh,कृतीतून,71
48177,djmc,कुढं,71
48178,djtjhmxnm,कुरुंदवाड,71
48179,anvaqlnt,लागल्यावर,71
48180,anvfuz,लागतेस,71
48181,ancnhrhg,लहानपणी,71
48182,cqnfan,ह्यातला,71
48183,gygzz,इमिस्स,71
48184,ghbnpf,इनफॅक्ट,71
48185,ghkgh,इंजिन,71
48186,gfag,इटली,71
48187,knmj,जादु,71
48188,knvnhnt,जगणार,71
48189,knana,जळालं,71
48190,knyuvn,जमेगा,71
48191,knhnfu,जाणते,71
48192,knrhntu,जपणारे,71
48193,knfnl,जपावं,71
48194,knlau,जावळे,71
48195,knlagz,जवळीस,71
48196,knqvcszc,जयघोष,71
48197,kuuhu,जिने,71
48198,kuuhz,जीन्स,71
48199,kuczn,जेहसा,71
48200,kulhn,जेवणा,71
48201,kcsag,झोळी,71
48202,mjna,ड्युअल,71
48203,mjzf,डस्ट,71
48204,mqnnqnpcu,द्यायचे,71
48205,uudmu,इकडे,71
48206,uvagzc,इंग्लिश,71
48207,ugzu,ऐसे,71
48208,uaudznh,इलेक्शन,71
48209,uhvghuutz,इंजिनिर्स,71
48210,ufntnhn,इतरांना,71
48211,ulcmqn,एव्हड्या,71
48212,uxmg,एवडी,71
48213,uxxx,इववव,71
48214,bnpgna,फॅसिअल,71
48215,bnafjrnhn,फालतूपणा,71
48216,boan,फबीला,71
48217,bsma,फोडलं,71
48218,btny,फ्रेम,71
48219,msj,डॉ,70
48220,mjona,डुबल,70
48221,mjooum,डुब्बेड,70
48222,mqnqpcs,द्यायचो,70
48223,udont,एकबार,70
48224,uzf,ईस्ट,70
48225,ufg,इति,70
48226,uenyrau,एक्साम्पले,70
48227,uegmuhf,एक्सिडेंट,70
48228,uergtu,एक्सपीरे,70
48229,bnmhgznhpcu,फडणीसांचे,70
48230,bnznlnf,फसवत,70
48231,bnfgsh,फॅशन,70
48232,bj,फू,70
48233,dntnfnfn,करतात,70
48234,dntan,कारला,70
48235,dntfuu,करती,70
48236,dntlnqg,कारवाई,70
48237,dnlnq,कवाय,70
48238,dnlnqgftg,कवयित्री,70
48239,dulcnfntg,केव्हातरी,70
48240,dcnaqnlnt,खाल्यावर,70
48241,dcnftgzcgt,खात्रीशीर,70
48242,dcupcj,खेचू,70
48243,dcuftnf,क्षेत्रात,70
48244,dcsaj,खोलू,70
48245,dctk,खरज,70
48246,kcsrfnf,झोपतात,70
48247,kgm,जिद,70
48248,kgdhnt,जिकणार,70
48249,kghdnhnt,जिंकणार,70
48250,ksrfnhn,जोपताना,70
48251,kjrgfut,ज्युपिटर,70
48252,kqjz,ज्यूस,70
48253,dnmcnagz,काढलीस,70
48254,dnmcnhqnf,काढण्यात,70
48255,dndjhg,काकूंनी,70
48256,dnanpc,काळच,70
48257,dnauanpc,कळेलच,70
48258,dny,कं,70
48259,dnhmu,कानडे,70
48260,dntnhnyjau,कारणामुळे,70
48261,vnynlan,गमावला,70
48262,vntu,गारे,70
48263,vnlndmpcg,गावाकडची,70
48264,vpc,गच,70
48265,vuut,गैर,70
48266,vuanfg,गेलती,70
48267,vuanqlnt,गेलयावर,70
48268,vuafqn,गेलत्या,70
48269,vcnalhnt,घालवणार,70
48270,vcntfaqn,घरातल्या,70
48271,vcufnagq,घेतलीय,70
48272,vculh,घेवन,70
48273,vcuqnpcg,घेण्याची,70
48274,vcsmuvnl,घोडेगाव,70
48275,vkj,गजू,70
48276,vsmcmgf,गोधडीत,70
48277,clnpc,हवाच,70
48278,grp,इतकं,70
48279,gtn,इरा,70
48280,gznagqu,इसलिये,70
48281,knnls,जावो,70
48282,knnljmu,जाऊदे,70
48283,kncnau,जाहले,70
48284,knyuz,जेम्स,70
48285,knhs,जानो,70
48286,kntnz,जरासं,70
48287,kntdn,जरका,70
48288,knjmu,जाउदे,70
48289,kuuy,जिम,70
48290,kufag,जेटली,70
48291,kulnm,जेवढ,70
48292,vsanhmnk,गोलंदाज,70
48293,vtsjrz,ग्रुप्स,70
48294,vtjcrnfc,गृहपाठ,70
48295,vlf,गवत,70
48296,cnanj,हलवू,70
48297,cny,हं,70
48298,cntuu,हरी,70
48299,cnfua,हाटेल,70
48300,cgynhg,हिमानी,70
48301,cajcaj,हळूहळू,70
48302,dgaantg,किल्लारी,70
48303,dshdnmu,कोणाकडे,70
48304,dsrntdcngtnhu,कोपरखैरणे,70
48305,dtuvu,करेंगे,70
48306,djo,खुब,70
48307,djynnt,कुमार,70
48308,djtyn,कुर्मा,70
48309,annmdu,लाडके,70
48310,annvnhnnt,लागणार,70
48311,anng,लाई,70
48312,annlj,लावू,70
48313,anonzu,लांबसे,70
48314,anoonm,लब्बाड,70
48315,anvcf,लागत,70
48316,icnaqn,झ्हाल्या,70
48317,ig,ज़ी,70
48318,isrnmrnffg,झोपडपट्टी,70
48319,isrhn,झोपणा,70
48320,isrfsqpc,झोपतोयच,70
48321,lngfnvan,वैतागला,70
48322,lnknondg,वजाबाकी,70
48323,lnrtnlu,वापरावे,70
48324,lnzfj,वास्तु,70
48325,lnfznr,व्हाट्सअप,70
48326,lnffc,वाटत,70
48327,luapcg,वेळची,70
48328,lgoc,विभा,70
48329,lgpcntnfjh,विचारातून,70
48330,lgmntocnf,विदर्भात,70
48331,lgmcnhu,विधाने,70
48332,lgk,विज,70
48333,fjiqpc,तुझ्याच,70
48334,fxn,तवा,70
48335,fxttf,तवररत,70
48336,fqnyu,त्याने,70
48337,jnt,उतार,70
48338,jpcnanqan,उचलायला,70
48339,jpcafs,उचलतो,70
48340,jaf,उलटा,70
48341,jynhv,उमंग,70
48342,jyuzcpc,उमेशचा,70
48343,jrzuf,उपसत,70
48344,jrzfgfgf,उपस्तितीत,70
48345,jfudnt,उतेकर,70
48346,jfcn,उठ,70
48347,lnnas,वालो,70
48348,lnmmu,वड्डे,70
48349,lnmfga,वाढतील,70
48350,xnhvg,वांगी,70
48351,xuann,वेळा,70
48352,xcnfnzrr,व्हाटसप्प,70
48353,xcg,वही,70
48354,qnu,येई,70
48355,qnfcnn,यथा,70
48356,qmg,यदी,70
48357,qumqnpcn,येड्याचा,70
48358,qud,एका,70
48359,qufa,येतील,70
48360,qujdn,येऊनि,70
48361,qulnm,येवढ,70
48362,qulnmn,एवढा,70
48363,quq,येय,70
48364,qsvnqsvnhu,योगायोगाने,70
48365,fulcnmu,तेव्हडे,70
48366,fuxnmcu,तेवढे,70
48367,fcnhumnt,ठाणेदार,70
48368,fcsjznhm,थॉसह,70
48369,fgpcupc,तिचेच,70
48370,fgpcqdmu,तिच्याकडे,70
48371,fgaudnt,टिळेकर,70
48372,fssd,तुर्क,70
48373,ftzn,त्रास,70
48374,fjkqnyjau,तुज्यामुळे,70
48375,fjyg,तुमच्या,70
48376,znhvhntpc,सांगणारच,70
48377,znhrna,संपलं,70
48378,znhra,संपलं,70
48379,znhzntgd,सांसारिक,70
48380,znrc,साफ,70
48381,znfg,साती,70
48382,znlnkg,सावजी,70
48383,znlg,सवि,70
48384,zunfz,सीट्स,70
48385,zulfpcn,शेवटचा,70
48386,zcnanhg,शाळांनी,70
48387,zcnhv,शांग,70
48388,tulf,रेवती,70
48389,tspduf,रॉकेट,70
48390,tssyz,रूम्स,70
48391,tjoout,रबर,70
48392,tja,रुल,70
48393,tjruqu,रुपये,70
48394,znnhvfsq,सांगतोय,70
48395,znpccng,सच्चाई,70
48396,znvgfaua,सांगितलेलं,70
48397,zncuag,सहेली,70
48398,zncknpc,सहजच,70
48399,znknq,संजय,70
48400,zndnq,सकाय,70
48401,zndzag,सकाळी,70
48402,znaxnt,सलवार,70
48403,znyut,समीर,70
48404,ztnhpcn,सरांचा,70
48405,zft,स्तर,70
48406,zjcnvn,सुहागा,70
48407,zln,स्व,70
48408,zxnocgynhnhu,स्वाभिमानाने,70
48409,fnddn,टक्का,70
48410,fnhj,ताणू,70
48411,fnrnzn,तपासा,70
48412,fnth,टर्न,70
48413,fpz,सकस,70
48414,fumcu,तेढे,70
48415,zcuur,शिप,70
48416,zcukntga,शेजारील,70
48417,zcufgpcn,शेतीचा,70
48418,zcgtfz,शिर्ट्स,70
48419,zcdn,शंका,70
48420,zynua,स्माईल,70
48421,zsml,सोडव,70
48422,zsrh,सोपन,70
48423,zro,सबब,70
48424,zrtnmcn,स्पर्धा,70
48425,nnbtg,आफरी,70
48426,nndnhdzcn,आकांक्षा,70
48427,nndqn,आक्या,70
48428,nnafj,आल्तु,70
48429,nnrnhncg,आपणही,70
48430,nntcg,आरही,70
48431,nnthg,आर्णी,70
48432,nnznau,असले,70
48433,nnznln,असावा,70
48434,nnfylgzcxnz,आत्मविश्वास,70
48435,nnfqnpcqn,आत्याच्या,70
48436,nnltnf,आवरत,70
48437,nnqfy,आयटम,70
48438,nnqqs,अय्यो,70
48439,nocghhmh,अभिनन्दन,70
48440,npfjaaq,एकतुल्य,70
48441,nmvnl,आडगाव,70
48442,ncsf,अहोत,70
48443,ngzdtgy,आईस्क्रीम,70
48444,nkghfcn,अजिंठा,70
48445,ndcutpcn,अखेरचा,70
48446,ndzq,अक्षय,70
48447,naaa,ऑल,70
48448,naqnzntdc,आल्यासारखं,70
48449,nyont,अंबर,70
48450,nyjpcu,आमुचे,70
48451,nhnq,अनय,70
48452,nhagygfum,अनलिमिटेड,70
48453,nhfq,आंटी,70
48454,nrhn,आपणा,70
48455,ntuln,अरेवा,70
48456,nzcnq,आशय,70
48457,nzgnh,आशियाई,70
48458,nzfc,असत,70
48459,mnlndchqnf,दवाखान्यात,70
48460,muaufum,देलेटेड,70
48461,muzna,देशाला,70
48462,mcv,ढग,70
48463,mcshmqn,धोंड्या,70
48464,mcqnlg,द्यावी,70
48465,mgnf,दिलेत,70
48466,mganmnt,दिलदार,70
48467,mkg,दाजी,70
48468,msdnpc,डोकंच,70
48469,pcurnqa,चेपायला,70
48470,pcgmzcga,चीडशील,70
48471,pcghmcqn,चिंध्या,70
48472,pcscgdnmu,चोहीकडे,70
48473,psastz,कॉलोर्स,70
48474,nzlnznhu,आश्वासने,70
48475,nzxnznh,आश्वसन,70
48476,nlnqnl,अवयव,70
48477,nlmgpcg,आवडीची,70
48478,nlmagz,आवडलीस,70
48479,nlmfqn,आवडत्या,70
48480,nlj,आऊ,70
48481,nxzfcn,अवस्था,70
48482,nqjzcn,आयुष्या,70
48483,onct,भर,70
48484,oncf,भात,70
48485,ondgp,बाकीच,70
48486,onarnhg,बालपणी,70
48487,onhnlf,बनवत,70
48488,onhmcg,बंदी,70
48489,onhmgpcu,बंदीचे,70
48490,onhuvg,बनेगी,70
48491,onhdufga,बँकेतील,70
48492,onhfg,बनते,70
48493,onhqpc,बनायचं,70
48494,ontqnnpc,बऱ्याच,70
48495,onzqnpc,बसायचं,70
48496,onqdsontsont,बायकोबरोबर,70
48497,omomcmce,बीडब्ध्धक्स,70
48498,ouo,बेब,70
48499,oumzcgf,बेडशीट,70
48500,ovcnqnan,बघायला,70
48501,ocnmvnsh,भडगाव,70
48502,ocnmqnhg,भाड्यानी,70
48503,ocnkan,भाजला,70
48504,ocntvsz,भरगोस,70
48505,ocntaua,भरलेलं,70
48506,ocnjmqn,भावड्या,70
48507,ochvnt,भांगर,70
48508,octnynh,भ्रमण,70
48509,ocfau,भेटले,70
48510,ocjmclnt,बुधवार,70
48511,ocjj,भाऊ,70
48512,ogvmag,बिगडली,70
48513,ogvcnmnf,बिघडतं,70
48514,ogaaz,बिल्स,70
48515,ohlua,बनवेल,70
48516,osanauu,बोलली,70
48517,osanlaq,बोलावलंय,70
48518,otnycn,ब्रह्म,70
48519,otgm,ब्रिद,70
48520,ozz,बस,70
48521,ojmmcn,बुद्धा,70
48522,ojzzfnhm,बसस्टॅण्ड,70
48523,oiq,बझय,70
48524,pndy,चकम,70
48525,pnay,केलं,70
48526,pnyrhgf,कंपनीत,70
48527,pnhpuaa,कॅन्सल,70
48528,rnfctmg,पाथर्डी,70
48529,rnfcxf,पाठवत,70
48530,rnftg,पत्री,70
48531,rnfznhzfcn,पतसंस्था,70
48532,rnflnh,पटवणं,70
48533,rnjzc,पाऊस,70
48534,rmt,पदर,70
48535,rcgtfn,फिरता,70
48536,rgdu,पीक,70
48537,rgaqnlt,पिल्यावर,70
48538,rgzcst,पिशोर,70
48539,rho,पन,70
48540,rscpcnhu,पोहचणे,70
48541,rsagpnhg,पोलिसानी,70
48542,rsjthgyupcqn,पौर्णिमेच्या,70
48543,rtnzcgmc,प्रसिद्ध,70
48544,rtnfnrrjt,प्रतापपूर,70
48545,sdd,वोक्के,70
48546,ssfc,ओठ,70
48547,rnpccnfnr,पच्छाताप,70
48548,rncnqpcnq,पाहायचंय,70
48549,rncupcnh,पहेचान,70
48550,rncjz,पाहूस,70
48551,rndnmna,पकडलं,70
48552,rnafu,पाळते,70
48553,rnhhn,पन्ना,70
48554,rnrran,पप्पला,70
48555,rntv,पराग,70
48556,rntgznm,परिषद,70
48557,rntqht,पर्यँत,70
48558,rnfnj,पटवू,70
48559,yndnmg,माकडी,70
48560,ynaxnhg,मालवणी,70
48561,ynhnznpc,माणसाचं,70
48562,ynhnlut,मनावर,70
48563,ynhmnfs,मांडतो,70
48564,ynhmgtnpcn,मंदिराचा,70
48565,ynhmgtnznyst,मंदिरासमोर,70
48566,ynhzfcgfg,मनस्थिती,70
48567,ynhftnz,मंत्रासी,70
48568,ynzuynt,मासेमारी,70
48569,ynjzcgan,मावशीला,70
48570,yudnan,मेकाला,70
48571,yvy,मागम,70
48572,ycnag,म्हणाली,70
48573,hnvrjtu,नागपुरे,70
48574,hncuuz,नाहीस,70
48575,hnyzdnnt,नमस्कार,70
48576,hnhvnt,नांगर,70
48577,hntnqhvnl,नारायणगाव,70
48578,hnj,नौ,70
48579,hnxnxnt,नावावर,70
48580,huynmu,नेमाडे,70
48581,huycg,नेमही,70
48582,huydqn,नेमक्या,70
48583,hufnhn,नेताना,70
48584,hulnzcna,नेवाशाला,70
48585,hgvcnnau,निघाले,70
48586,hgvcnfnf,निघतात,70
48587,hgvcanf,निघालात,70
48588,hgtudzcnh,निरिक्षण,70
48589,hgfc,नीट,70
48590,hglnhnf,निवांत,70
48591,hgxnmjh,निवडून,70
48592,hltg,नवरी,70
48593,rtghpu,प्रिंस,70
48594,rtghfum,प्रिंटेड,70
48595,rzf,पोस्ट,70
48596,rfnrf,पटापट,70
48597,rjppc,पूछ,70
48598,rjpc,पूच,70
48599,rjhqnfaqn,पुण्यातल्या,70
48600,rjtnfn,पुरता,70
48601,rxhqn,पवण्या,70
48602,tncnhntg,राहणारी,70
48603,tncnla,राहवलं,70
48604,tncghnf,राहीनात,70
48605,tnkjtg,राजुरी,70
48606,tnr,रॅप,70
48607,tnf,रॅट,70
48608,ycnhqpcg,म्हणायची,70
48609,ycgfpc,माहीतच,70
48610,ygfg,मिती,70
48611,yhaqnlt,मानल्यावर,70
48612,yscgyuan,मोहिमेला,70
48613,ysgh,मोईन,70
48614,ystpcnan,मोर्चाला,70
48615,ystjpcg,मोरूची,70
48616,ysfglnfgsh,मोटिवेशन,70
48617,ysjk,मौज,70
48618,ytzctny,मरश्रम,70
48619,yjkstg,मुजोरी,70
48620,yjanhpu,मुलांचे,70
48621,yjad,मुल्क,70
48622,yjzamcnt,मुसळधार,70
48623,hnnzcgdpcqn,नाशिकच्या,70
48624,hnnfd,नाटक,70
48625,hnpcnan,नाचला,70
48626,anhvjnvu,लांगुलगे,70
48627,anrlf,लपवत,70
48628,anlknt,लावजर,70
48629,audcnf,लेखात,70
48630,agrzfgpd,लिपस्टिक,70
48631,asdnhnn,लोकांना,70
48632,asdnzcg,लोकांशी,70
48633,ashu,लोणे,70
48634,af,लट,70
48635,ajfnf,लुटत,70
48636,ynnhzgd,मानसिक,70
48637,ynnftn,मात्र,70
48638,ynvntu,मगरे,70
48639,ananonv,लालबाग,69
48640,anyo,लाम्ब,69
48641,anlauq,लावलेय,69
48642,agftu,लिटर,69
48643,ynvalnt,मंगळवार,69
48644,yncnrnagdupcqn,महापालिकेच्या,69
48645,yndjh,माकून,69
48646,ynadnt,माळकर,69
48647,ynhnpcu,मानाचे,69
48648,ynhzpc,माणसच,69
48649,yntg,मरि,69
48650,ynfn,मत,69
48651,ynfnh,मटन,69
48652,ynlzcgdmu,मावशीकडे,69
48653,ynqhn,मायना,69
48654,yninzcg,माझ्याशी,69
48655,yniqyja,माझ्यामुळं,69
48656,rnfcnlfga,पाठवतील,69
48657,rnfclnqnpcu,पाठवायचे,69
48658,rnlznan,पावसाला,69
48659,rnqnhg,पायानी,69
48660,rnqnxnt,पायावर,69
48661,rnqkuf,पायजेत,69
48662,rmcng,पढाई,69
48663,ruchn,पेहना,69
48664,ruaaj,पिल्लू,69
48665,ruy,पेम,69
48666,rcnzu,फासे,69
48667,rgpct,पिचर,69
48668,rghqnf,पिण्यात,69
48669,rgzntn,पिसारा,69
48670,rgfc,पिठ,69
48671,rspcaqnlnt,पोचल्यावर,69
48672,rscpcnanz,पोहचलास,69
48673,rsfson,पोटोबा,69
48674,rsigfgl,पॉझिटिव्ह,69
48675,rtnnh,प्राण,69
48676,rtnocjrnm,प्रभुपाद,69
48677,rtnmuur,प्रदिप,69
48678,rtndtu,प्रकारे,69
48679,rtnzcnhzn,प्रशंसा,69
48680,rtnzcnhfdjynt,प्रशांतकुमार,69
48681,rtnfchgq,प्रार्थनीय,69
48682,srhu,ओपन,69
48683,rnvnan,पागल,69
48684,rncnfpc,पाहतच,69
48685,rndag,पाकळी,69
48686,rntnvsh,पॅरागॉन,69
48687,rntnhkru,परांजपे,69
48688,rntglntnfntbu,परिवारातर्फे,69
48689,rntjhfj,परुंतु,69
48690,rnfcnlauz,पाठ्वलेस,69
48691,yculhu,म्हेवणे,69
48692,ycfntu,म्हतारे,69
48693,yganaqnonmmna,मिळाल्याबद्दल,69
48694,ygaxjh,मिळवून,69
48695,yghgfnpcn,मिनिटाचा,69
48696,yynv,मग,69
48697,yhfsq,म्णतोय,69
48698,yhq,मनी,69
48699,yscnyyum,मोहम्मद,69
48700,yscty,मोहरम,69
48701,yshduq,मंकी,69
48702,ysjfc,मौत,69
48703,yjduzccnhjynhmnz,मुकेशहनुमानदास,69
48704,yjanzsof,मुलासोबत,69
48705,yjanqny,मुलायम,69
48706,yjaqu,मूल्ये,69
48707,yjtnag,मुरली,69
48708,yjfcg,मुठी,69
48709,hndntau,नाकारले,69
48710,hnzaqnpcn,नसल्याचा,69
48711,hnzfqnan,नाश्त्याला,69
48712,hnlnrtnynht,नावाप्रमांणे,69
48713,hnxtqn,नवऱ्या,69
48714,hnqno,नायब,69
48715,hnqnq,नयाय,69
48716,hnquf,नाईट,69
48717,hpc,चं,69
48718,huynhu,नेमाने,69
48719,huynt,नेमार,69
48720,huzhnt,नेसणार,69
48721,hcgquf,नाहीयेत,69
48722,hgyynf,निम्मत,69
48723,hj,नि,69
48724,hlz,नवस,69
48725,hqq,नीय,69
48726,rtnqsknh,प्रयोजन,69
48727,rtsfugh,प्रोटीन,69
48728,rtsfzncgf,प्रोत्साहित,69
48729,rjtzc,पुरुष,69
48730,rqnas,प्यालो,69
48731,tnb,रफ,69
48732,tncgqu,राहिये,69
48733,tndzcqnonhmcnh,रक्षाबंधन,69
48734,tnlj,राऊ,69
48735,zcglnznghgd,शिवसैनिक,69
48736,zcglmg,शिवडी,69
48737,zcglznghgdnnpcn,शिवसैनिकांचा,69
48738,zgmmcglghnqd,सिद्धिविनायक,69
48739,zghmjmjtv,सिंधुदुर्ग,69
48740,zhzfcn,संस्था,69
48741,zsnof,सोयाबीत,69
48742,zsmanz,सोडल्यास,69
48743,zshz,सन्स,69
48744,fcnyoauf,थांबलेत,69
48745,fcnfnf,थाटात,69
48746,fcnq,थाय,69
48747,fcsonmgf,थोबाडीत,69
48748,fctsjvc,तरफ,69
48749,fgyuan,टीमला,69
48750,fsmnau,तोडले,69
48751,fsmnqpcn,तोडायचा,69
48752,fsmfn,तोडता,69
48753,ffn,तट,69
48754,fjkcds,तुझको,69
48755,fjyan,तुमच्या,69
48756,fqnonmma,त्याबद्दल,69
48757,fqnpk,त्याच,69
48758,fqnqntg,त्यायारी,69
48759,fi,तझ,69
48760,jpaf,उचलत,69
48761,jvcma,उघडल,69
48762,jainrnf,उलझपाट,69
48763,jrnzfcgfgf,उपस्थितीत,69
48764,jzcnfng,उषाताई,69
48765,jfaqn,उठल्या,69
48766,lnnvau,वागले,69
48767,lnnhmu,वांदे,69
48768,lnmnf,वादात,69
48769,inlnqp,झवायच,69
48770,isragf,झोपलेत,69
48771,isfg,झोटी,69
48772,lnan,वला,69
48773,lnznhn,वासना,69
48774,lu,व,69
48775,lumcg,वेढी,69
48776,luczn,वेहसा,69
48777,luaj,वेळू,69
48778,lcnqanpc,व्हायलाच,69
48779,lgocnvnpcqn,विभागाच्या,69
48780,lgpcqt,विचार,69
48781,lghnt,विनर,69
48782,lgztfnf,विसरतात,69
48783,lgfcfca,विठ्ठल,69
48784,ltt,व्रत,69
48785,xnpcua,वाचेल,69
48786,xnmcmglnz,वाढदिवस,69
48787,xnmzn,वडसा,69
48788,xnhhn,वाना,69
48789,xntzcnhg,वर्षांनी,69
48790,xnfpcghv,वाटचिंग,69
48791,xnft,वॉटर,69
48792,xcnq,व्हाय,69
48793,xgdnf,विकत,69
48794,xqnqny,व्यायाम,69
48795,qnhpcudnmu,यांचेकडे,69
48796,qnhpcudnmjh,यांचेकडून,69
48797,qufc,येत,69
48798,qsvnznh,योगासन,69
48799,inauan,झालेलं,69
48800,inaqnzntdcu,झाल्यासारखे,69
48801,inaqf,झाल्यात,69
48802,zjpcnfu,सुचते,69
48803,zjtnf,सुरात,69
48804,zjftu,सूत्रे,69
48805,zxnvfnpcg,स्वागताची,69
48806,zxgdntag,स्वीकारली,69
48807,fnajdu,तालुके,69
48808,fnajdqnpcqn,तालुक्याच्या,69
48809,fnhe,टँक्स,69
48810,fnrj,तापू,69
48811,fnzag,तसली,69
48812,fnzaqn,तसल्या,69
48813,znyrfg,संपत्ती,69
48814,znhvfgf,संगतीत,69
48815,znhvfspc,सांगतोच,69
48816,znt,सर्व,69
48817,zntlnyn,सर्वाना,69
48818,znjtoc,सौरभ,69
48819,zufntn,सितारा,69
48820,zbng,सफाई,69
48821,zcnctg,शहरी,69
48822,zcndfnnf,शकतात,69
48823,zcnhfrhu,शांतपणे,69
48824,tufnga,रिटेल,69
48825,tufgsh,रेशन,69
48826,tgdnyfudmu,रिकामटेकडे,69
48827,tgdzcnhu,रिक्षाने,69
48828,tgfh,रिटन,69
48829,tsdcjh,रोखून,69
48830,tjouan,रुबेला,69
48831,tjvhnhn,रुग्णांना,69
48832,tl,रव,69
48833,tqnh,ऱ्यां,69
48834,znnvhnnt,सांगणार,69
48835,znocupcg,सभेची,69
48836,znmgr,संदीप,69
48837,znkuzcnh,सजेशन,69
48838,znyrnaqn,संपल्या,69
48839,dcjh,खूण,69
48840,dgzyu,किसमे,69
48841,dsa,कोळ,69
48842,dsjfjyogd,कौटुंबिक,69
48843,dslaqn,कोवळ्या,69
48844,dtnqnpcg,करायची,69
48845,dtnqpq,करायचय,69
48846,dtgrqn,कृपया,69
48847,dtas,करलो,69
48848,dzcnynzl,क्षमस्व,69
48849,djynlnf,कुमावत,69
48850,djtaqnan,कुर्ल्याला,69
48851,djfcnpcg,कुठची,69
48852,dqg,कयी,69
48853,annlnfnz,लावतेस,69
48854,anvndnt,लागाकर,69
48855,anvnlu,लागावे,69
48856,anvulc,लागेव्ह,69
48857,ancnhn,लहान,69
48858,kgfndg,जितकी,69
48859,khymgh,जन्मदिन,69
48860,kzzf,जस्सच्या,69
48861,kjafu,जुळते,69
48862,kjyau,जुमले,69
48863,kjfu,जुते,69
48864,dnnlqn,काव्य,69
48865,dnmnfn,काढता,69
48866,dnmnqpc,काढायचं,69
48867,dnmcgf,काढीत,69
48868,dnvnf,लागत,69
48869,dnvmnpc,कागदाचं,69
48870,dnafshmg,काळतोंडी,69
48871,dnypcn,कामच,69
48872,dnhncg,कानाही,69
48873,dnrnmg,कापडी,69
48874,dntnynf,करामत,69
48875,msja,डॉल,69
48876,mjhqufga,दुनियेतील,69
48877,mjrut,डुपर,69
48878,uvmny,एगदां,69
48879,udynf,एकमत,69
48880,udfgpcn,एकटीच,69
48881,ulnmupc,एवढेच,69
48882,ulnmcgpc,एवढीच,69
48883,uxm,एवढ,69
48884,uquz,एटीएस,69
48885,buoj,फेबु,69
48886,budh,फेकणे,69
48887,buy,फेम,69
48888,bd,फक,69
48889,btuuk,फ्रीज,69
48890,dntylgt,कर्मवीर,69
48891,dnznan,कसलं,69
48892,dnzcnn,कशा,69
48893,dnzzn,कसा,69
48894,dcnmd,खडकी,69
48895,dcnhsadnt,खानोलकर,69
48896,dcnzvg,खासगी,69
48897,dcnfnq,खातंय,69
48898,dcuanpcg,खेळाची,69
48899,dcuau,खेले,69
48900,dcgau,खिळे,69
48901,dcszu,खोसे,69
48902,vsaqnhg,गोळ्यांनी,69
48903,vsjt,गौर,69
48904,vjanonpcu,गुलाबाचे,69
48905,vjanonpcqn,गुलाबाच्या,69
48906,vjtjltg,गुरुवारी,69
48907,vqyan,जिमला,69
48908,cnfcs,हाथो,69
48909,cmm,हद्द,69
48910,cuag,हेली,69
48911,cuytnk,हेमराज,69
48912,cgga,हीही,69
48913,cgynag,हिमाली,69
48914,cghmjhg,हिंदूंनी,69
48915,cyn,ह्मा,69
48916,csm,होड,69
48917,cszga,होशील,69
48918,cfg,हती,69
48919,cjo,हब,69
48920,bjfuk,फुटेज,69
48921,vnmuu,गाडी,69
48922,vnmgp,गाडीच,69
48923,vnhmn,गंडा,69
48924,vnhuzcocnj,गणेशभाऊ,69
48925,vnhqnpcqn,गाण्याच्या,69
48926,vntnkn,गरजा,69
48927,vnfghu,गतीने,69
48928,vnjtqn,गौर्या,69
48929,vnxnhm,गावंड,69
48930,vuannq,गेलाय,69
48931,vcntnknajh,घराजलून,69
48932,vcntpqn,घरच्या,69
48933,vcuau,घेणे,69
48934,vcutu,घेरे,69
48935,vctnpcg,घराची,69
48936,vcjom,घुबड,69
48937,ghzuny,इन्सम,69
48938,ghfutlgl,इंटरव्हिव्ह,69
48939,knhnfn,जाणता,69
48940,knhva,जंगल,69
48941,knrag,जपली,69
48942,knjmt,जाउदर,69
48943,knl,जावे,69
48944,knxnm,जावेद,69
48945,knxj,जावू,69
48946,kuxnqnpc,जेवायचं,69
48947,kcnd,झाक,69
48948,kcnaqnhnhfnt,झाल्यानंतर,69
48949,kcnlnkcnlg,झवाझवी,69
48950,kcnlna,झवलं,69
48951,ogdnj,बिकाउ,69
48952,oauumghv,ब्लीडींग,69
48953,oasjk,ब्लॉउज,69
48954,ohfu,बनते,69
48955,osanaupc,बोललेच,69
48956,osapcga,बोलशील,69
48957,osadnt,बोलकर,69
48958,osalnl,बोलवावं,69
48959,otncyh,ब्राह्मण,69
48960,ozauau,बसलेले,69
48961,pncfdnt,चाहतकार,69
48962,pcnanl,चालावं,69
48963,mnqnh,डायन,69
48964,mucjtsnm,देहूरोड,69
48965,muau,डोळे,69
48966,muhvnt,डेंजर,69
